

Montana (PST) SNOTEL Site Rocky Boy - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:37:13 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,BATT.I-1 (volt) ,
917,1997-11-18,,     0.0,     1.6,     1.1,     5.5,    -0.3,     1.3,   12.82,
917,1997-11-19,,     0.0,     1.6,    -0.5,     4.6,    -0.5,     1.6,   12.83,
917,1997-11-20,,     0.0,     1.6,    -5.9,     3.1,    -7.3,    -3.3,   12.75,
917,1997-11-21,,     0.5,     1.7,     0.3,     3.2,    -6.2,     0.3,   12.74,
917,1997-11-22,,     0.6,     1.8,    -6.5,     1.6,    -7.6,    -1.8,   12.71,
917,1997-11-23,,     0.6,     1.8,    -9.5,     2.5,   -10.7,    -4.6,   12.83,
917,1997-11-24,,     0.6,     1.8,     6.3,     7.5,    -9.1,     1.4,   12.83,
917,1997-11-25,,     0.6,     1.8,     0.9,     7.7,     0.9,     5.2,   12.74,
917,1997-11-26,,     0.6,     1.8,     0.2,     4.0,    -1.2,     1.0,   12.87,
917,1997-11-27,,     0.6,     1.9,    -0.2,     6.9,    -2.4,     2.2,   12.83,
917,1997-11-28,,     0.6,     1.9,     4.1,     5.2,    -0.7,     2.7,   12.82,
917,1997-11-29,,     0.6,     1.9,     3.9,     8.1,     3.9,     5.9,   12.82,
917,1997-11-30,,     0.6,     1.9,     4.6,     6.2,    -1.5,     3.5,   12.86,
917,1997-12-01,,     0.6,     1.9,     0.3,     7.2,     0.3,     3.9,   12.83,
917,1997-12-02,,     0.6,     1.9,    -7.7,     3.4,    -7.7,    -0.7,   12.81,
917,1997-12-03,,     0.5,     1.9,    -7.8,     1.9,   -10.7,    -6.1,   12.75,
917,1997-12-04,,     0.5,     1.9,    -9.0,     4.6,    -9.0,    -1.9,   12.77,
917,1997-12-05,,     0.4,     1.9,   -13.4,    -0.6,   -14.2,    -9.0,   12.66,
917,1997-12-06,,     0.4,     1.9,   -12.6,    -1.7,   -13.5,    -9.7,   12.71,
917,1997-12-07,,     0.4,     1.9,    -8.6,     6.1,   -12.8,    -5.8,   12.75,
917,1997-12-08,,     0.4,     1.9,    -7.2,     6.6,   -10.7,    -5.5,   12.75,
917,1997-12-09,,     0.5,     1.9,    -1.3,     5.2,    -8.2,    -2.0,   12.76,
917,1997-12-10,,     1.1,     2.4,    -4.5,    -0.5,    -4.5,    -1.9,   12.70,
917,1997-12-11,,     1.1,     2.4,    -3.3,    -0.2,    -7.1,    -3.8,   12.85,
917,1997-12-12,,     1.1,     2.4,     0.4,     1.2,    -4.0,    -0.9,   12.86,
917,1997-12-13,,     1.1,     2.4,     4.1,     5.3,    -0.7,     2.8,   12.83,
917,1997-12-14,,     1.1,     2.4,    12.1,    12.1,     3.2,     7.4,   12.87,
917,1997-12-15,,     1.1,     2.4,     4.6,    12.4,     4.6,     9.9,   12.78,
917,1997-12-16,,     1.1,     2.4,     1.6,     4.8,    -1.4,     2.0,   12.85,
917,1997-12-17,,     1.1,     2.4,     7.4,     7.4,     1.6,     4.8,   12.80,
917,1997-12-18,,     1.1,     2.5,    -0.1,     7.5,    -1.1,     3.2,   12.82,
917,1997-12-19,,     1.1,     2.5,   -11.0,     0.2,   -11.0,    -3.5,   12.69,
917,1997-12-20,,     1.1,     2.5,    -0.6,    -0.6,   -14.8,    -6.2,   12.75,
917,1997-12-21,,     1.1,     2.5,     0.4,     6.5,    -0.8,     1.9,   12.73,
917,1997-12-22,,     1.0,     2.5,    -8.3,     1.4,    -8.3,    -1.8,   12.84,
917,1997-12-23,,     1.0,     2.5,    -2.5,    -1.2,   -11.8,    -5.5,   12.78,
917,1997-12-24,,     1.0,     2.5,    -8.1,    -1.1,    -8.1,    -3.2,   12.70,
917,1997-12-25,,     1.0,     2.5,    -3.4,     0.1,   -11.6,    -6.2,   12.77,
917,1997-12-26,,     1.1,     2.5,    -3.6,     0.3,    -6.2,    -2.1,   12.69,
917,1997-12-27,,     1.1,     2.5,     2.2,     4.3,    -4.2,     0.3,   12.85,
917,1997-12-28,,     1.4,     2.9,    -5.7,     2.1,    -5.7,    -2.0,   12.70,
917,1997-12-29,,     1.4,     2.9,     0.3,     2.6,    -6.0,    -0.8,   12.82,
917,1997-12-30,,     2.0,     3.5,    -1.4,     6.5,    -1.4,     2.5,   12.71,
917,1997-12-31,,     2.0,     3.5,     2.9,     4.1,    -8.9,    -1.2,   12.80,
917,1998-01-01,,     2.0,     3.5,     6.9,     8.6,     3.0,     5.8,   12.71,
917,1998-01-02,,     2.0,     3.5,     0.0,     9.9,     0.0,     6.5,   12.92,
917,1998-01-03,,     2.0,     3.5,   -27.3,    -0.4,   -27.3,   -20.8,   12.58,
917,1998-01-04,,     2.0,     3.5,    -0.1,     0.1,   -27.7,   -12.9,   12.66,
917,1998-01-05,,     2.0,     3.5,    -1.5,     0.4,   -10.5,    -3.5,   12.85,
917,1998-01-06,,     2.0,     3.5,    -0.6,     0.7,    -8.1,    -2.0,   12.87,
917,1998-01-07,,     2.0,     3.5,     0.7,     2.4,    -1.1,     0.3,   12.88,
917,1998-01-08,,     2.0,     3.5,   -17.6,     1.1,   -18.3,    -4.6,   12.69,
917,1998-01-09,,     2.0,     3.5,   -25.2,   -17.8,   -26.4,   -24.0,   12.54,
917,1998-01-10,,     2.0,     3.5,   -29.9,   -15.2,   -29.9,   -23.6,   12.54,
917,1998-01-11,,     2.0,     3.5,   -30.9,   -21.9,   -30.9,   -27.1,   12.51,
917,1998-01-12,,     2.0,     3.5,   -22.7,   -21.8,   -33.1,   -27.4,   12.50,
917,1998-01-13,,     2.0,     3.5,   -16.0,    -7.8,   -30.3,   -20.3,   12.73,
917,1998-01-14,,     2.2,     3.7,    -1.4,     1.9,   -15.7,    -3.1,   12.74,
917,1998-01-15,,     2.2,     3.7,     4.1,     4.5,    -1.6,     1.9,   12.76,
917,1998-01-16,,     2.2,     3.7,    -2.0,     4.0,    -2.3,     0.4,   12.69,
917,1998-01-17,,     2.2,     3.7,    -2.6,     0.7,    -3.3,    -1.9,   12.72,
917,1998-01-18,,     2.2,     3.7,    -3.7,     3.3,    -7.4,    -2.1,   12.68,
917,1998-01-19,,     2.2,     3.7,    -4.6,     3.9,    -4.6,    -0.7,   12.71,
917,1998-01-20,,     2.2,     3.7,    -6.4,     3.6,    -6.5,    -1.3,   12.70,
917,1998-01-21,,     2.4,     4.0,    -8.3,    -6.5,    -8.7,    -7.9,   12.64,
917,1998-01-22,,     2.5,     4.1,    -5.5,    -1.4,    -8.3,    -4.3,   12.64,
917,1998-01-23,,     2.6,     4.1,   -13.6,    -0.5,   -13.6,    -5.5,   12.63,
917,1998-01-24,,     2.7,     4.1,     5.6,     6.1,   -13.7,    -2.8,   12.82,
917,1998-01-25,,     2.7,     4.2,     0.5,     5.7,     0.4,     2.4,   12.69,
917,1998-01-26,,     2.7,     4.2,    -2.1,     5.5,    -3.2,     1.5,   12.93,
917,1998-01-27,,     2.8,     4.2,     3.3,     8.0,    -2.0,     4.3,   12.97,
917,1998-01-28,,     3.1,     4.5,     0.2,     4.1,     0.1,     2.3,   12.86,
917,1998-01-29,,     3.1,     4.5,     3.6,     3.6,    -7.2,    -0.4,   12.96,
917,1998-01-30,,     3.1,     4.5,     4.2,    11.8,    -1.4,     5.6,   12.98,
917,1998-01-31,,     3.1,     4.5,    -1.6,     5.5,    -1.7,     2.8,   12.91,
917,1998-02-01,,     3.1,     4.5,    -8.2,     5.3,    -8.3,    -1.4,   12.94,
917,1998-02-02,,     3.1,     4.5,    -8.5,     4.7,   -10.1,    -4.7,   12.92,
917,1998-02-03,,     3.1,     4.5,    -7.5,     2.4,   -10.4,    -5.2,   12.90,
917,1998-02-04,,     3.1,     4.5,    -1.8,     8.7,    -8.4,    -0.5,   12.92,
917,1998-02-05,,     3.1,     4.5,    -3.0,    12.4,    -3.1,     2.1,   12.93,
917,1998-02-06,,     3.1,     4.5,    -3.2,    10.0,    -5.6,    -0.1,   12.92,
917,1998-02-07,,     3.1,     4.5,     0.4,     8.8,    -6.0,     1.1,   12.93,
917,1998-02-08,,     3.1,     4.5,     1.7,     7.8,    -1.1,     4.1,   12.89,
917,1998-02-09,,     3.5,     4.9,    -2.1,     2.3,    -3.4,     0.3,   12.81,
917,1998-02-10,,     3.5,     4.9,     0.8,     5.0,    -3.5,     1.3,   12.94,
917,1998-02-11,,     3.5,     4.9,     2.0,     5.0,    -4.0,     0.5,   12.91,
917,1998-02-12,,     3.5,     4.9,    -0.2,     4.6,    -0.6,     1.4,   12.93,
917,1998-02-13,,     3.5,     4.9,     1.6,     4.3,    -4.0,     0.8,   12.92,
917,1998-02-14,,     3.5,     4.9,    -0.2,     8.5,    -0.2,     3.8,   12.92,
917,1998-02-15,,     3.5,     4.9,     3.2,     6.0,    -4.2,     0.8,   12.90,
917,1998-02-16,,     3.5,     4.9,    -5.3,     8.4,    -5.3,     1.3,   12.90,
917,1998-02-17,,     3.5,     4.9,    -4.1,     5.4,    -5.5,    -1.2,   12.85,
917,1998-02-18,,     3.5,     4.9,    -6.1,     6.2,    -7.2,    -2.0,   12.90,
917,1998-02-19,,     3.5,     4.9,    -5.2,     6.0,    -7.7,    -1.8,   12.90,
917,1998-02-20,,     3.5,     4.9,    -5.6,     7.3,    -8.7,    -0.8,   12.88,
917,1998-02-21,,     3.5,     4.9,    -1.3,     9.6,    -7.2,    -0.2,   12.88,
917,1998-02-22,,     3.5,     4.9,     1.2,     8.0,    -2.7,     3.9,   12.91,
917,1998-02-23,,     3.5,     4.9,    -1.8,     5.9,    -1.8,     1.3,   12.89,
917,1998-02-24,,     3.5,     4.9,    -8.6,     4.3,    -8.6,    -2.0,   12.87,
917,1998-02-25,,     3.5,     4.9,    -3.4,     2.6,    -9.0,    -2.6,   12.83,
917,1998-02-26,,     3.5,     4.9,    -4.9,     1.5,    -9.3,    -3.7,   12.83,
917,1998-02-27,,     3.5,     4.9,    -7.7,    -0.8,    -8.2,    -4.2,   12.86,
917,1998-02-28,,     3.5,     4.9,    -7.5,    -2.6,    -8.3,    -6.3,   12.84,
917,1998-03-01,,     3.5,     4.9,   -14.2,     1.1,   -14.2,    -6.5,   12.83,
917,1998-03-02,,     3.5,     4.9,   -10.9,     2.7,   -15.7,    -7.3,   12.83,
917,1998-03-03,,     3.5,     4.9,    -6.6,     5.6,   -11.6,    -3.7,   12.85,
917,1998-03-04,,     3.5,     4.9,    -9.4,     2.1,    -9.6,    -3.7,   12.86,
917,1998-03-05,,     3.5,     4.9,    -9.3,    -4.1,   -13.0,    -8.9,   12.79,
917,1998-03-06,,     3.5,     4.9,   -11.5,    -5.8,   -12.3,    -9.1,   12.79,
917,1998-03-07,,     3.5,     4.9,   -14.4,    -6.9,   -14.4,   -10.4,   12.77,
917,1998-03-08,,     3.5,     4.9,   -13.0,    -4.1,   -19.7,   -12.5,   12.78,
917,1998-03-09,,     3.5,     5.0,   -12.8,    -7.1,   -13.2,   -10.6,   12.84,
917,1998-03-10,,     3.6,     5.2,    -9.7,    -3.7,   -13.0,    -9.0,   12.83,
917,1998-03-11,,     3.6,     5.2,   -18.8,    -9.8,   -20.3,   -14.9,   12.74,
917,1998-03-12,,     3.8,     5.4,    -2.9,     6.3,   -18.7,    -1.7,   12.86,
917,1998-03-13,,     3.8,     5.4,    -4.6,     8.6,    -5.7,     0.9,   12.91,
917,1998-03-14,,     3.8,     5.4,    -0.4,     5.9,    -6.2,    -0.6,   12.92,
917,1998-03-15,,     3.8,     5.4,    -0.5,     9.4,    -1.4,     4.0,   12.94,
917,1998-03-16,,     3.8,     5.4,     2.1,    10.2,    -0.4,     4.1,   12.92,
917,1998-03-17,,     3.9,     5.7,     1.2,     9.2,    -1.2,     3.9,   12.93,
917,1998-03-18,,     3.9,     5.8,    -5.1,     1.3,    -5.1,    -0.8,   12.83,
917,1998-03-19,,     3.9,     5.8,    -8.5,    -2.7,    -8.5,    -5.1,   12.82,
917,1998-03-20,,     3.9,     5.8,    -7.3,     3.1,   -10.7,    -3.9,   12.85,
917,1998-03-21,,     3.9,     5.8,    -1.0,     8.5,    -8.3,    -0.6,   12.87,
917,1998-03-22,,     3.8,     5.9,     1.9,     5.6,    -1.5,     2.0,   12.90,
917,1998-03-23,,     4.0,     6.1,     1.1,     4.1,     0.4,     1.5,   12.81,
917,1998-03-24,,     3.8,     6.4,     4.2,    10.7,     0.1,     4.9,   12.91,
917,1998-03-25,,     3.4,     6.4,    -0.4,    10.8,    -0.4,     6.0,   12.92,
917,1998-03-26,,     3.1,     6.4,    -1.1,    10.5,    -1.3,     5.0,   12.93,
917,1998-03-27,,     3.0,     6.4,     0.7,     9.1,     0.7,     4.5,   12.92,
917,1998-03-28,,     2.8,     6.4,    -2.4,     5.6,    -2.7,     1.5,   12.90,
917,1998-03-29,,     2.9,     6.6,    -3.1,     0.3,    -3.4,    -1.8,   12.86,
917,1998-03-30,,     3.0,     6.6,    -5.3,     1.7,    -5.3,    -1.7,   12.86,
917,1998-03-31,,     3.3,     6.6,    -3.1,     7.8,    -5.4,     0.8,   12.87,
917,1998-04-01,,     2.9,     6.7,    -2.1,    11.6,    -4.0,     3.3,   12.87,
917,1998-04-02,,     2.6,     6.7,    -0.4,    11.4,    -3.4,     4.0,   12.89,
917,1998-04-03,,     2.1,     6.7,     3.9,    11.6,    -1.3,     5.7,   12.91,
917,1998-04-04,,     1.3,     6.7,     8.0,    12.9,     1.7,     6.9,   12.90,
917,1998-04-05,,     1.0,     7.1,     3.8,     9.4,     1.1,     4.4,   12.83,
917,1998-04-06,,     0.5,     7.4,    -0.8,     5.2,    -0.8,     3.1,   12.86,
917,1998-04-07,,     0.4,     7.4,     0.8,     4.2,    -0.6,     1.6,   12.84,
917,1998-04-08,,     0.0,     7.5,     0.9,     4.4,     0.3,     1.8,   12.87,
917,1998-04-09,,     0.0,     7.5,    -1.7,     9.4,    -1.7,     3.5,   12.91,
917,1998-04-10,,     0.0,     7.5,    -3.7,     7.1,    -4.7,     1.1,   12.86,
917,1998-04-11,,     0.0,     7.5,     3.9,    10.4,    -4.5,     4.1,   12.91,
917,1998-04-12,,     0.0,     7.5,     1.0,    12.1,     0.1,     5.8,   12.92,
917,1998-04-13,,     0.0,     7.5,    -0.6,     7.7,    -0.6,     3.7,   12.91,
917,1998-04-14,,     0.0,     7.5,    -5.6,     6.8,    -5.6,     1.0,   12.89,
917,1998-04-15,,     0.0,     7.5,    -1.1,     5.9,    -7.0,     0.3,   12.89,
917,1998-04-16,,     0.0,     7.6,     0.2,     4.1,    -3.0,     1.0,   12.88,
917,1998-04-17,,     0.0,     7.7,     0.0,     6.5,    -2.0,     1.4,   12.89,
917,1998-04-18,,     0.0,     7.8,     0.3,     4.4,    -1.1,     1.1,   12.88,
917,1998-04-19,,     0.0,     7.8,    -3.6,     9.5,    -3.6,     3.4,   12.88,
917,1998-04-20,,     0.0,     7.8,     0.4,    10.6,    -5.7,     3.7,   12.92,
917,1998-04-21,,     0.0,     7.8,    -1.5,    12.0,    -1.6,     5.8,   12.90,
917,1998-04-22,,     0.0,     7.8,     2.1,    17.1,    -1.8,     7.9,   12.91,
917,1998-04-23,,     0.0,     7.8,    13.2,    20.2,     1.3,    11.5,   12.92,
917,1998-04-24,,     0.0,     7.8,    12.2,    20.7,     5.3,    15.8,   12.95,
917,1998-04-25,,     0.0,     8.0,     3.1,    15.1,     3.1,     9.0,   12.87,
917,1998-04-26,,     0.0,     9.0,     3.1,     5.6,     1.6,     3.3,   12.86,
917,1998-04-27,,     0.0,     9.0,    -1.8,    11.6,    -1.8,     4.7,   12.86,
917,1998-04-28,,     0.0,     9.0,     1.4,    16.5,    -2.4,     7.5,   12.88,
917,1998-04-29,,     0.0,     9.0,     5.6,    18.7,     0.6,    10.1,   12.91,
917,1998-04-30,,     0.0,     9.0,     3.4,    20.4,     2.7,    12.0,   12.92,
917,1998-05-01,,     0.0,     9.0,     0.7,    15.8,     0.7,     9.1,   12.90,
917,1998-05-02,,     0.0,     9.0,     1.1,    15.5,    -1.9,     7.1,   12.88,
917,1998-05-03,,     0.0,     9.0,     8.4,    18.4,    -0.7,    10.7,   12.89,
917,1998-05-04,,     0.0,     9.0,     6.9,    24.0,     5.6,    15.6,   12.93,
917,1998-05-05,,     0.0,     9.0,     0.4,    14.2,     0.2,     8.0,   12.87,
917,1998-05-06,,     0.0,     9.0,     6.1,    19.5,    -0.4,    10.7,   12.91,
917,1998-05-07,,     0.0,     9.0,    -1.3,    12.1,    -1.4,     6.0,   12.89,
917,1998-05-08,,     0.0,     9.0,     6.0,    15.3,    -3.1,     6.9,   12.88,
917,1998-05-09,,     0.0,     9.0,     3.7,    13.7,    -0.8,     7.6,   12.87,
917,1998-05-10,,     0.0,     9.0,    -0.9,    12.0,    -0.9,     6.1,   12.89,
917,1998-05-11,,     0.0,     9.0,     0.5,    12.5,    -2.0,     6.1,   12.87,
917,1998-05-12,,     0.0,     9.0,     0.0,    14.8,    -0.9,     7.1,   12.88,
917,1998-05-13,,     0.0,     9.0,     6.4,    16.3,    -0.3,     9.2,   12.90,
917,1998-05-14,,     0.0,     9.0,     9.0,    15.6,     1.9,    10.4,   12.91,
917,1998-05-15,,     0.0,     9.7,     4.1,     9.7,     3.8,     6.9,   12.85,
917,1998-05-16,,     0.0,     9.7,     3.8,    13.2,     2.9,     7.5,   12.89,
917,1998-05-17,,     0.0,     9.7,     9.6,    15.4,    -1.5,     9.0,   12.90,
917,1998-05-18,,     0.0,    10.0,     4.7,    14.4,     4.4,     9.2,   12.88,
917,1998-05-19,,     0.0,    10.0,     0.1,    10.6,     0.1,     6.1,   12.86,
917,1998-05-20,,     0.0,    10.0,    12.3,    17.0,    -0.9,    10.0,   12.90,
917,1998-05-21,,     0.0,    10.3,     8.3,    20.9,     4.2,    14.0,   12.90,
917,1998-05-22,,     0.0,    10.8,     8.9,    15.7,     5.3,    11.0,   12.84,
917,1998-05-23,,     0.0,    11.0,     3.4,    14.4,     3.0,     9.2,   12.83,
917,1998-05-24,,     0.0,    11.0,    10.3,    13.1,     2.9,     8.6,   12.87,
917,1998-05-25,,     0.0,    11.0,     9.6,    16.3,     8.5,    12.5,   12.89,
917,1998-05-26,,     0.0,    11.0,    13.8,    18.9,     8.6,    14.4,   12.91,
917,1998-05-27,,     0.0,    11.0,    12.5,    22.9,     8.8,    18.0,   12.92,
917,1998-05-28,,     0.0,    11.0,     6.2,    15.5,     6.2,    11.8,   12.89,
917,1998-05-29,,     0.0,    11.0,     2.5,    15.7,     2.4,     9.2,   12.85,
917,1998-05-30,,     0.0,    11.0,     7.0,    19.9,     1.7,    11.6,   12.86,
917,1998-05-31,,     0.0,    11.3,     6.8,    13.3,     6.8,     9.5,   12.83,
917,1998-06-01,,     0.0,    11.3,    10.3,    17.2,     0.8,    11.0,   12.88,
917,1998-06-02,,     0.0,    11.7,    -0.8,    13.5,    -0.8,     8.5,   12.87,
917,1998-06-03,,     0.0,    11.7,    -1.7,     8.3,    -1.7,     2.7,   12.84,
917,1998-06-04,,     0.0,    11.7,     0.2,    11.4,    -2.8,     4.5,   12.85,
917,1998-06-05,,     0.0,    11.7,     5.1,    12.2,    -2.2,     6.2,   12.88,
917,1998-06-06,,     0.0,    11.7,    -0.2,    11.6,    -0.3,     5.7,   12.85,
917,1998-06-07,,     0.0,    11.7,     4.5,    15.4,    -1.2,     8.4,   12.86,
917,1998-06-08,,     0.0,    11.7,     5.3,    11.4,     4.1,     7.8,   12.83,
917,1998-06-09,,     0.0,    11.7,     5.9,    10.7,     5.3,     7.0,   12.86,
917,1998-06-10,,     0.0,    11.9,     4.5,    15.6,     2.5,     8.6,   12.85,
917,1998-06-11,,     0.0,    11.9,    11.4,    19.5,     4.1,    12.6,   12.90,
917,1998-06-12,,     0.0,    11.9,     6.2,    21.0,     6.1,    14.1,   12.90,
917,1998-06-13,,     0.0,    11.9,    11.5,    17.8,     5.4,    12.8,   12.87,
917,1998-06-14,,     0.0,    12.5,     7.7,    18.9,     7.7,    12.7,   12.89,
917,1998-06-15,,     0.0,    12.8,     4.5,    14.8,     4.5,     9.9,   12.89,
917,1998-06-16,,     0.0,    12.8,     7.0,    11.5,     4.8,     9.5,   12.88,
917,1998-06-17,,     0.0,    13.6,     7.9,    10.3,     6.9,     8.1,   12.81,
917,1998-06-18,,     0.0,    13.8,     3.5,    11.9,     3.5,     8.5,   12.82,
917,1998-06-19,,     0.0,    13.8,     4.4,    15.8,     2.6,    10.0,   12.89,
917,1998-06-20,,     0.0,    13.9,     8.1,    16.2,     3.0,     9.7,   12.87,
917,1998-06-21,,     0.0,    14.5,     7.3,    10.1,     7.1,     8.0,   12.84,
917,1998-06-22,,     0.0,    14.5,     4.2,    16.8,     4.2,    10.9,   12.89,
917,1998-06-23,,     0.0,    14.5,     7.7,    20.5,     3.9,    13.3,   12.90,
917,1998-06-24,,     0.0,    14.5,    10.8,    19.7,     7.4,    14.7,   12.90,
917,1998-06-25,,     0.0,    14.5,    13.9,    20.2,     9.1,    15.1,   12.92,
917,1998-06-26,,     0.0,    14.6,     6.8,    18.6,     6.7,    13.5,   12.87,
917,1998-06-27,,     0.0,    16.8,     6.0,    12.0,     5.9,     8.1,   12.80,
917,1998-06-28,,     0.0,    20.7,     8.6,     8.6,     5.9,     7.6,   12.80,
917,1998-06-29,,     0.0,    20.8,    10.7,    16.8,     8.0,    10.8,   12.92,
917,1998-06-30,,     0.0,    20.8,     7.3,    17.8,     7.2,    12.5,   12.92,
917,1998-07-01,,     0.0,    21.3,     8.8,    19.4,     5.8,    12.7,   12.87,
917,1998-07-02,,     0.0,    21.7,     7.6,    21.0,     7.6,    12.9,   12.84,
917,1998-07-03,,     0.0,    21.7,    13.1,    19.4,     6.0,    13.6,   12.91,
917,1998-07-04,,     0.0,    22.5,    12.0,    18.3,    11.9,    14.7,   12.87,
917,1998-07-05,,     0.0,    22.7,     9.0,    22.7,     9.0,    15.6,   12.89,
917,1998-07-06,,     0.0,    22.7,    10.1,    22.2,     7.6,    15.2,   12.88,
917,1998-07-07,,     0.0,    22.7,     9.1,    20.7,     8.5,    14.5,   12.88,
917,1998-07-08,,     0.0,    22.7,    10.4,    24.2,     8.5,    16.6,   12.88,
